Card#,Title,Artist,Year,URL,Hashed Info,Youtube-Title,ISRC
113,Emotions 2.0,Ufo361,2020,https://www.youtube.com/watch?v=PtcFB982Yo4,98fd4876dad856e89e83004a42d79f2c91b040baeab2b735037b22434f33eef1,Ufo361 feat. Celine - Emotions 2.0 (Video),DEQ022007770
114,Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,1993,https://www.youtube.com/watch?v=IOaFh-yJk_k,8dbbc96fc569cb6643ea73cd03b52168a10536d5c8853dd84795cf0d0195b046,DJ Jazzy Jeff & The Fresh Prince - Girls Ain't Nothing But Trouble (Official Vid,USJI19300024
115,Hobby Hobby,MERO,2019,https://www.youtube.com/watch?v=bTokyVe8E3E,01d83816227048ef310a3c98f91a2f5793d5c73ad687ab99848276b7a5029825,MERO - Hobby Hobby (Official Video),DEQ021807986
116,(Hey You) The Rock Steady Crew,Rock Steady Crew,1983,https://www.youtube.com/watch?v=7SbS6C45UdM,b93999e800f9083243517a593648b5a29f88ab6fe078ad86550208e73d096529,The Rock Steady Crew - Hey You (Official HD Video),GBAAA8300086
117,Anaconda,Nicki Minaj,2014,https://www.youtube.com/watch?v=LDZX4ooRsWs,100301754f810517b678e0ee0adabfb57209cc7dada22b6a0515593e827578b1,Nicki Minaj - Anaconda,USCM51400260
118,Kimnotyze,DJ Tomekk,2002,https://www.youtube.com/watch?v=y8pcVDN8vWQ,c06abbbac3e3523d288b17307c9e87e932ac4bfb909ec39a0382e5d13750f30d,MASSIVE TÖNE - CRUISEN (Official Music Video),FR59R1471821
119,The Real Slim Shady,Eminem,1999,https://www.youtube.com/watch?v=eJO5HU_7_1w,4d4bb14cd5956de7710aa9eb535974a11549f6c6eb956c409590458234f5f829,Eminem - The Real Slim Shady (Official Video - Clean Version),USIR10000448
120,Mit Dir,Freundeskreis,1999,https://www.youtube.com/watch?v=HoeQCQKK_lU,0575876f4bfc832628cc2299f384371cf9043cffa4e7b69fb99da26773265bba,Freundeskreis - Mit Dir (Videoclip) ft. Joy Denalane,DEE869900365
121,Schwarz zu blau,Peter Fox,2008,https://www.youtube.com/watch?v=L7gQmbrNBnM,afc673e7817b65c72b4c41c6ab73372d94142c824859e35b35361c6dbf9307cb,Peter Fox - Schwarz Zu Blau // Columbiahalle Berlin / 12-12-2008,DEA620800623
122,If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,1996,https://www.youtube.com/watch?v=mlp-IIG9ApU,909baee5934cd33224c92e1ece2e863e80cb4edc1f8ef580e134dbde76ecb079,Nas - If I Ruled the World (Imagine That) (Official HD Video) ft. Lauryn Hill,USSM19601375
123,Whoomp! There It Is,Tag Team,1993,https://www.youtube.com/watch?v=ceviTVZyaEw,c5b26f559ccfe496270137430c152001e2b294abdb4214be9f35e1bcefb4acb4,Whoomp (There It Is) - Tag Team (1993) (Official Music Video),US25X1900111
124,Fancy,Iggy Azalea,2014,https://www.youtube.com/watch?v=uV2uebhnqOw,0da0b01a005ce3c7ab1eda04d691eabb2a65353cf632277c5c2bf31e160b11b3,Britney Spears; Iggy Azalea - Pretty Girls (Official Video),GBUM71400597
125,So perfekt,Casper,2011,https://www.youtube.com/watch?v=IYwjtKysFGw,a69792539bc29bfbdf2005b16e157208ceb8e53411d355b15b08701013541770,Casper - So Perfekt (Official Music Parody),DEQ321100105
126,Troy,Die Fantastischen Vier,2004,https://www.youtube.com/watch?v=PB24MR6LAFQ,5ebe06d7e00e7546a63bebaf6730e6c15f28a2215818971a274d8ff9ce9dd6d9,Die Fantastischen Vier - Sie Ist Weg (Official video 1995),DEE860400443
127,Intergalactic,Beastie Boys,1998,https://www.youtube.com/watch?v=qORYO0atB6g,fe6a41de83c90d0b6f6ddf0cef1a584e4b954e4178fc581050b1cd8fddd53356,Beastie Boys - Intergalactic,USCA20903764
128,Apache (Jump on It),The Sugarhill Gang,2005,https://www.youtube.com/watch?v=6O2dkDQ4buo,49fbe959990aeead8688ac41ab17011ae9ba29f04137bfcf00f6d58cc4499281,Apache (Jump on It) (Sugar Hill Mix By the Scratch Perverts' Prime Cuts),GBAJE8100023
129,Lucid Dreams,Juice WRLD,2017,https://www.youtube.com/watch?v=qpY0K2QJQyo,6f87eae16c027d58f3ad4306bfac09c1b6c6f4332d8047a15a73899dce790394,Juice WRLD - Lucid Dreams (Jimmy Kimmel Live!/2018)(Official Video),USUG11800685
130,Whatta Man,Salt-N-Pepa,1993,https://www.youtube.com/watch?v=5vgV_dVkXN4,c4b3f743088d837724b545c70735c146c069625335cf74ccd2d6fe139a7aa93e,Salt-N-Pepa - Whatta Man (Official Music Video) ft. En Vogue,USIR20300399
131,Empire State Of Mind,JAŸ-Z,2009,https://www.youtube.com/watch?v=vk6014HuxcE,0918867ff4a22b28216377ccd1d17613e3da4da9c064aa1ab8f2c98bbeac6980,JA[LATIN CAPITAL LETTER Y WITH DIAERESIS]-Z - Empire State Of Mind ft. Alicia Ke,USJZ10900031
132,Rapper's Delight,The Sugarhill Gang,1979,https://www.youtube.com/watch?v=mcCK99wHrk0,fea9f8f71978c39c2c53de8b19d0e3e6b26fc23dd0f2ae8746088cf95101f930,The Sugarhill Gang - Rapper's Delight (Official Video),GBUM71021600
133,Truth Hurts,Lizzo,2016,https://www.youtube.com/watch?v=vuq-VAiW9kw,2601b6ed81aec977cdad8238dd2853f2b94434c494c242b611287fb471751588,Lizzo - Good As Hell (Official Music Video),USAT21703896
134,The Breaks,Kurtis Blow,1980,https://www.youtube.com/watch?v=uFZLiZPZMj4,7121192341b6105cfbd07a741a2fd494d1790d1cdb719256b567a6e4ae758c3d,The Breaks - Kurtis Blow (1980),USPR38000025
135,Planet Rock,Afrika Bambaataa,1982,https://www.youtube.com/watch?v=9J3lwZjHenA,e689681b9008bbe8329054fd54c3d6d070e770343f85b63a27342d5c03d4118e,Afrika Bambaataa & The Soulsonic Force - Planet Rock (Official Music Video) [HD],USRH10802800
136,AKON,Jazeek,2025,https://www.youtube.com/watch?v=D3Th-Dv53p0,4db12f3f1be40319043934494cfff81a4a5a7387218fb92e34b9a9a4d121e4d8,Jazeek - WHINE (BADALADA) (Official Video),DECE72500346
137,All 4 One,Kool Savas,2005,https://www.youtube.com/watch?v=g9-zUnmmYHw,18b4c1e8378e0e7c9d354264832b31bc74a53ede22f86b3ed7a22726e4986fbe,Kool Savas; AZAD - All 4 One (Videoclip),DEA810500572
138,Waterfalls,TLC,1994,https://www.youtube.com/watch?v=8WEtxJ4-sh4,10d677337a6ce76dc3ed79f1664aa645ecae4deb0f6ee005ddd0736ed40ab912,TLC - Waterfalls (Official HD Video),USLF29400133
139,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,2012,https://www.youtube.com/watch?v=FYNqDkwBmCE,b54626e1fa2f840e1bfb8cb668f3bfe0fb83691e8ba000e3cc32e8d1c732fd25,Thrift Shop (feat. Wanz) - Macklemore & Ryan Lewis  · Wanz [Official Music Video,GMM881200003
140,Affalterbach,Shindy,2019,https://www.youtube.com/watch?v=2fLpb1mxO7o,70dd897f0ac1b1fdd4953c1e65d420ed2979fa256d2cb6ea07533f6d305e52b1,Affalterbach - Shindy feat. Shirin David (Official Video),DEXH31800007
141,bauch beine po,Shirin David,2024,https://www.youtube.com/watch?v=TD7pNYgGC0Q,16f8384de83d0b164674838a7e982dc3f44904e5475255bf969123f01e6edd2a,Shirin David - Nur Mit Dir / Bauch Beine Po (Official Live Video at Bambi 2024),DECE72401327
142,Me Myself and I,De La Soul,1989,https://www.youtube.com/watch?v=jdtKT5q-CW8,615bcc5fe3fc7d418753112a7d1d1b15fb4a032f47ba93b13706dd7faf7b21e1,De La Soul - Me Myself and I (Official Music Video) [HD],QMMEH2200066
143,Anxiety,Doechii,2025,https://www.youtube.com/watch?v=AkUeD0kzWaI,9fa47db24a94f472296fc4307fc13db43d1baedc905d7b0fe84b8019c86a0ff9,Sleepy Hallow - ANXIETY (Official Video) ft. Doechii,USUG12500650
144,Funky Cold Medina,Tone-Loc,1989,https://www.youtube.com/watch?v=rzw5TWtEE-E,969571405c4d59b0a52068ffe5d77ecad3a2dceff157449464f0a11ca4335739,Tone Loc - Funky Cold Medina (1989) (Official Video),USA370507637
145,Jump,Kris Kross,1992,https://www.youtube.com/watch?v=010KyIQjkTk,c5b50cf765f319fff4a11a7cff0af8bf35211facaeb4d1d61a099584c04bf752,Kris Kross - Jump (Official Video),USSM19200533
146,Kids (2 Finger an den Kopf),Marteria,2014,https://www.youtube.com/watch?v=G4ijbr9M7WQ,5d6c3df0975318a8aeb757ffaee8ef335cc8c0b0aea8e8b2249433c54883ccda,Marteria - Kids (2 Finger an den Kopf) [Live @ Echo Awards 2014],DEQ321300396
147,Nordisch by nature,Fettes Brot,1995,https://www.youtube.com/watch?v=165bI2oY_TE,31917d4f09957d7cb700c5863694a90643c8e26f7c220500a6a5943a2f37da28,1995 RSH Gold - Fettes Brot 'Nordisch by nature' live,DEAH91600031
148,Tha Crossroads,Bone Thugs-N-Harmony,1995,https://www.youtube.com/watch?v=PArF9k2SbQk,e8c892c0dce3bcb1640928a8c55de15d3433c3c1e5253b9fee85ba2bf186dbee,Bone Thugs-n-Harmony - 1st of tha Month,US23S9528108
149,It Takes Two,Rob Base & DJ EZ Rock,1988,https://www.youtube.com/watch?v=phOW-CZJWT0,5c2b5710d0351d994febc9d2b13eec51c266cec30eef1fe246d3af174bddfdcf,Rob Base & DJ EZ Rock - It Takes Two (Official Video),USAR19800570
150,"The Message - 7"" Version",Grandmaster Flash,1990,,,,GBAJE0609113
151,Doo Wop (That Thing),Ms. Lauryn Hill,1998,https://www.youtube.com/watch?v=T6QKqFPRZSA,70aa6cd0d1c6a8c1878483c42e8f75c10703aa30efbf41cde736d16e4b5641f0,Lauryn Hill - Doo Wop (That Thing) (Official HD Video),USSM19802337
152,"Höha, schnella, weita - Länga",Rödelheim Hartreim Projekt,1996,https://www.youtube.com/watch?v=kNJaLo9f89A,d672bc85e14b8f6151a8de1bf4250e63874b12b1598aead2bbd698e48decf2db,Höha; schnella; weita (Länga),DEP951400007
153,Traum,CRO,2014,https://www.youtube.com/watch?v=8WQMBv2deYQ,149da96b2baf7d6c978b3afc850476f037c18b2b67df35e2acbfa0644dac5af1,CRO - Traum (Official Version),DEW921300390
154,Ahnma,Beginner,2016,https://www.youtube.com/watch?v=pR3f8IYIfq8,cd653f735215e0d72c0384c65ffdb48aef652afa3a33358227d1e9ab0ef5bca1,Beginner - Ahnma ft. Gzuz; Gentleman,DEUM71601522
